"bundleID","live_science","live_nature","live_magic","dance_troupes","sing_styles","comedy_styles","show_length","avg_rating"
1849,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Wiggles","Slapstick","10",8.52069666078569
1850,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Wiggles","Slapstick","20",7.09941652649655
1851,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Wiggles","Slapstick","30",7.00775335475239
1852,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Wiggles","Open Mic","10",8.09347738869579
1853,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Wiggles","Open Mic","20",9.84011692944172
1854,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Wiggles","Open Mic","30",9.48560207752477
1855,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Italian Opera","Improv","10",6.58208719213928
1856,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Italian Opera","Improv","20",7.91703389035764
1857,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Italian Opera","Improv","30",8.35492768353209
1858,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Italian Opera","Slapstick","10",9.38384724680189
1859,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Italian Opera","Slapstick","20",9.38306265232184
1860,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Italian Opera","Slapstick","30",5.3702089485934
1861,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Italian Opera","Open Mic","10",6.45987122850041
1862,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Italian Opera","Open Mic","20",6.9109264107819
1863,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Italian Opera","Open Mic","30",6.78014642020909
1864,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Open Mic","Improv","10",2.46135442667119
1865,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Open Mic","Improv","20",6.57549320429192
1866,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Open Mic","Improv","30",4.19684446564597
1867,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Open Mic","Slapstick","10",6.82281685679387
1868,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Open Mic","Slapstick","20",4.93721369119256
1869,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Open Mic","Slapstick","30",2.97700345645106
1870,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Open Mic","Open Mic","10",8.13104258105397
1871,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Open Mic","Open Mic","20",3.02837735007048
1872,"Chemistry Fun","All About Crustaceans","Card Tricks","Celtic Folk Dance","Open Mic","Open Mic","30",4.19625516504381
1873,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Beatles","Improv","10",8.0495828514891
1874,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Beatles","Improv","20",5.74596798942822
1875,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Beatles","Improv","30",4.06570928122591
1876,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Beatles","Slapstick","10",4.51537324995923
1877,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Beatles","Slapstick","20",9.295199437099
1878,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Beatles","Slapstick","30",6.53288865243136
1879,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Beatles","Open Mic","10",7.79604212559092
1880,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Beatles","Open Mic","20",6.9982176232459
1881,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Beatles","Open Mic","30",6.6981197068071
1882,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Wiggles","Improv","10",6.14130732930756
1883,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Wiggles","Improv","20",8.46500607325015
1884,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Wiggles","Improv","30",2.76600714777088
1885,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Wiggles","Slapstick","10",5.9113131824382
1886,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Wiggles","Slapstick","20",7.07608077223344
1887,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Wiggles","Slapstick","30",5.43859703398512
1888,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Wiggles","Open Mic","10",5.65601667040873
1889,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Wiggles","Open Mic","20",5.91069511482156
1890,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Wiggles","Open Mic","30",4.74142172464092
1891,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Italian Opera","Improv","10",5.20373304155146
1892,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Italian Opera","Improv","20",5.77889056660238
1893,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Italian Opera","Improv","30",5.04413719934297
1894,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Italian Opera","Slapstick","10",5.2189455508007
1895,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Italian Opera","Slapstick","20",5.49263794511791
1896,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Italian Opera","Slapstick","30",2.74393847677724
1897,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Italian Opera","Open Mic","10",5.93418203489988
1898,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Italian Opera","Open Mic","20",4.23127742511745
1899,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Italian Opera","Open Mic","30",3.58498109962264
1900,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Open Mic","Improv","10",5.66263943411001
1901,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Open Mic","Improv","20",5.04160880620491
1902,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Open Mic","Improv","30",4.4854184159219
1903,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Open Mic","Slapstick","10",1.76487864567801
1904,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Open Mic","Slapstick","20",2.90379321603174
1905,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Open Mic","Slapstick","30",4.37856967787942
1906,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Open Mic","Open Mic","10",2.11788773837514
1907,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Open Mic","Open Mic","20",3.80444717145574
1908,"Chemistry Fun","All About Crustaceans","Mind Reader","Atlanta Ballet","Open Mic","Open Mic","30",8.47734359611116
1909,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Beatles","Improv","10",4.55713262996463
1910,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Beatles","Improv","20",7.81618202683043
1911,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Beatles","Improv","30",5.32423801198995
1912,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Beatles","Slapstick","10",6.10752242811057
1913,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Beatles","Slapstick","20",9.78395156999486
1914,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Beatles","Slapstick","30",6.11745941134982
1915,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Beatles","Open Mic","10",2.35215713086363
1916,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Beatles","Open Mic","20",7.10491782807384
1917,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Beatles","Open Mic","30",8.51106350123521
1918,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Wiggles","Improv","10",7.03099727365027
1919,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Wiggles","Improv","20",8.52505944607149
1920,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Wiggles","Improv","30",7.05369940498494
1921,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Wiggles","Slapstick","10",5.54976928177512
1922,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Wiggles","Slapstick","20",6.84031359753636
1923,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Wiggles","Slapstick","30",7.72856785861291
1924,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Wiggles","Open Mic","10",9.47849361192244
1925,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Wiggles","Open Mic","20",7.64108023298648
1926,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Wiggles","Open Mic","30",7.08973069221418
1927,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Italian Opera","Improv","10",4.70023040426141
1928,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Italian Opera","Improv","20",9.00798586480897
1929,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Italian Opera","Improv","30",5.54024037655951
1930,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Italian Opera","Slapstick","10",4.81233230000334
1931,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Italian Opera","Slapstick","20",6.77951806569769
1932,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Italian Opera","Slapstick","30",7.21279741516227
1933,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Italian Opera","Open Mic","10",4.16842738973036
1934,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Italian Opera","Open Mic","20",4.88995861909207
1935,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Italian Opera","Open Mic","30",6.9111849458652
1936,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Open Mic","Improv","10",1.23479583916433
1937,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Open Mic","Improv","20",5.61905170445182
1938,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Open Mic","Improv","30",3.83211497098245
1939,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Open Mic","Slapstick","10",7.71630756648408
1940,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Open Mic","Slapstick","20",4.83966336012142
1941,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Open Mic","Slapstick","30",4.80152217686726
1942,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Open Mic","Open Mic","10",2.87390420429926
1943,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Open Mic","Open Mic","20",7.92994690931515
1944,"Chemistry Fun","All About Crustaceans","Mind Reader","Hip-Hop Fusion","Open Mic","Open Mic","30",6.62223628588751
1945,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Beatles","Improv","10",7.19408146368165
1946,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Beatles","Improv","20",8.46186919834278
1947,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Beatles","Improv","30",7.24221534005171
1948,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Beatles","Slapstick","10",4.81813961059939
1949,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Beatles","Slapstick","20",7.86389155674872
1950,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Beatles","Slapstick","30",7.89387356112116
1951,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Beatles","Open Mic","10",8.2412571676347
1952,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Beatles","Open Mic","20",4.12818279274746
1953,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Beatles","Open Mic","30",2.08028752188292
1954,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Wiggles","Improv","10",7.65175971048128
1955,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Wiggles","Improv","20",7.18884904615085
1956,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Wiggles","Improv","30",5.24540025960103
1957,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Wiggles","Slapstick","10",6.52981222979907
1958,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Wiggles","Slapstick","20",7.09392079600744
1959,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Wiggles","Slapstick","30",9.84285942362967
1960,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Wiggles","Open Mic","10",8.78388086391137
1961,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Wiggles","Open Mic","20",7.36703795766828
1962,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Wiggles","Open Mic","30",5.64980918159349
1963,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Italian Opera","Improv","10",5.66707409048047
1964,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Italian Opera","Improv","20",5.05642641429631
1965,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Italian Opera","Improv","30",4.74522457317531
1966,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Italian Opera","Slapstick","10",4.55551726339256
1967,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Italian Opera","Slapstick","20",5.66009540970521
1968,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Italian Opera","Slapstick","30",4.89419806680288
1969,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Italian Opera","Open Mic","10",4.142203880561
1970,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Italian Opera","Open Mic","20",7.63301479077854
1971,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Italian Opera","Open Mic","30",6.86860229932663
1972,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Open Mic","Improv","10",4.40790952814785
1973,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Open Mic","Improv","20",8.71997880312562
1974,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Open Mic","Improv","30",4.72328176437728
1975,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Open Mic","Slapstick","10",4.12800011089108
1976,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Open Mic","Slapstick","20",6.91146356270104
1977,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Open Mic","Slapstick","30",3.97970414164183
1978,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Open Mic","Open Mic","10",2.93133184802799
1979,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Open Mic","Open Mic","20",4.01531146656327
1980,"Chemistry Fun","All About Crustaceans","Mind Reader","Salsa Vida","Open Mic","Open Mic","30",2.80077487398798
1981,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Beatles","Improv","10",3.92492031212888
1982,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Beatles","Improv","20",5.70393387533477
1983,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Beatles","Improv","30",7.76156287157196
1984,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Beatles","Slapstick","10",7.28140291251397
1985,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Beatles","Slapstick","20",4.93805538097344
1986,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Beatles","Slapstick","30",4.81926855860514
1987,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Beatles","Open Mic","10",4.4571353293736
1988,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Beatles","Open Mic","20",6.91672773582815
1989,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Beatles","Open Mic","30",7.30989766863503
1990,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Wiggles","Improv","10",8.53442388044972
1991,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Wiggles","Improv","20",8.37563862763227
1992,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Wiggles","Improv","30",5.11968371570161
1993,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Wiggles","Slapstick","10",5.39812412523393
1994,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Wiggles","Slapstick","20",7.17440945887873
1995,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Wiggles","Slapstick","30",5.35013029424409
1996,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Wiggles","Open Mic","10",4.00915240592265
1997,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Wiggles","Open Mic","20",5.16112828945244
1998,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Wiggles","Open Mic","30",8.59041293510965
1999,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Italian Opera","Improv","10",7.08335990822043
2000,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Italian Opera","Improv","20",7.95071815017654
2001,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Italian Opera","Improv","30",5.23911389638258
2002,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Italian Opera","Slapstick","10",5.50160834479033
2003,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Italian Opera","Slapstick","20",4.59543798489783
2004,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Italian Opera","Slapstick","30",5.18422302490319
2005,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Italian Opera","Open Mic","10",8.52992612803476
2006,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Italian Opera","Open Mic","20",7.43126627265382
2007,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Italian Opera","Open Mic","30",4.62412184991449
2008,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Open Mic","Improv","10",4.86562974089357
2009,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Open Mic","Improv","20",1.76554750659385
2010,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Open Mic","Improv","30",3.09985545413645
2011,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Open Mic","Slapstick","10",8.70634772741455
2012,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Open Mic","Slapstick","20",7.58572385587991
2013,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Open Mic","Slapstick","30",7.67231430850681
2014,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Open Mic","Open Mic","10",5.92096672548037
2015,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Open Mic","Open Mic","20",5.86360217286901
2016,"Chemistry Fun","All About Crustaceans","Mind Reader","Celtic Folk Dance","Open Mic","Open Mic","30",2.83909913276099
2017,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Beatles","Improv","10",4.05953481754456
2018,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Beatles","Improv","20",8.49217363070325
2019,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Beatles","Improv","30",6.06884949842897
2020,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Beatles","Slapstick","10",3.9104855519671
2021,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Beatles","Slapstick","20",6.87890435679854
2022,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Beatles","Slapstick","30",5.75833072272224
2023,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Beatles","Open Mic","10",3.65232958845079
2024,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Beatles","Open Mic","20",3.67531295443167
2025,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Beatles","Open Mic","30",3.24127681188211
2026,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Wiggles","Improv","10",5.67713317889217
2027,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Wiggles","Improv","20",4.59823669557883
2028,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Wiggles","Improv","30",9.18132712912244
2029,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Wiggles","Slapstick","10",9.13423769955762
2030,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Wiggles","Slapstick","20",6.7721523458248
2031,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Wiggles","Slapstick","30",4.85869293428189
2032,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Wiggles","Open Mic","10",2.05034927851238
2033,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Wiggles","Open Mic","20",6.28485942864699
2034,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Wiggles","Open Mic","30",3.14390379861421
2035,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Italian Opera","Improv","10",5.61275075368373
2036,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Italian Opera","Improv","20",7.7501345425271
2037,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Italian Opera","Improv","30",4.93823849093377
2038,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Italian Opera","Slapstick","10",7.29465204978866
2039,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Italian Opera","Slapstick","20",6.26947428650358
2040,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Italian Opera","Slapstick","30",7.31392165816267
2041,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Italian Opera","Open Mic","10",4.33265856995446
2042,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Italian Opera","Open Mic","20",5.430667197124
2043,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Italian Opera","Open Mic","30",5.04466238507781
2044,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Open Mic","Improv","10",5.65945013070035
2045,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Open Mic","Improv","20",4.25907364047244
2046,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Open Mic","Improv","30",2.06667063691477
2047,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Open Mic","Slapstick","10",0.318743401251944
2048,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Open Mic","Slapstick","20",3.58162613898949
2049,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Open Mic","Slapstick","30",4.47749553380361
2050,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Open Mic","Open Mic","10",3.82921941491864
2051,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Open Mic","Open Mic","20",4.21075365138905
2052,"Chemistry Fun","Wide World of Canines","Card Tricks","Atlanta Ballet","Open Mic","Open Mic","30",0.699818235053148
2053,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Beatles","Improv","10",9.63127202450436
2054,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Beatles","Improv","20",7.06091485027718
2055,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Beatles","Improv","30",8.12063295712815
2056,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Beatles","Slapstick","10",4.19191251280513
2057,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Beatles","Slapstick","20",5.64722708285375
2058,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Beatles","Slapstick","30",5.70510643617023
2059,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Beatles","Open Mic","10",1.78050450130438
2060,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Beatles","Open Mic","20",7.02325244840955
2061,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Beatles","Open Mic","30",4.4864526565013
2062,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Wiggles","Improv","10",9.13958317489847
2063,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Wiggles","Improv","20",4.61201885235368
2064,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Wiggles","Improv","30",8.35278925973532
2065,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Wiggles","Slapstick","10",6.45212304748217
2066,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Wiggles","Slapstick","20",7.19055188959976
2067,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Wiggles","Slapstick","30",6.0875852937565
2068,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Wiggles","Open Mic","10",4.1035111471548
2069,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Wiggles","Open Mic","20",6.79635564709633
2070,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Wiggles","Open Mic","30",4.97992224398899
2071,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Italian Opera","Improv","10",8.40776594545998
2072,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Italian Opera","Improv","20",3.27466475971361
2073,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Italian Opera","Improv","30",6.18389829385462
2074,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Italian Opera","Slapstick","10",5.1250865164296
2075,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Italian Opera","Slapstick","20",8.87371040476794
2076,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Italian Opera","Slapstick","30",3.49731031708854
2077,"Chemistry Fun","Wide World of Canines","Card Tricks","Hip-Hop Fusion","Italian Opera","Open Mic","10",6.40778669273021
